Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)
180	-935.701	743.336	154.749	15.978	0	-995.094	670.871	36.298	12.671	118	151.027626860121	111.129651693153	62.4718094850397
181	-897.981	739.870	174.024	15.636	0	-961.803	712.310	6.094	13.171	89	181.979754349213	28.1145038771522	46.2359550561798
182	-434.264	1693.512	882.620	12.103	0	-451.653	1794.787	990.585	8.626	35	175.080211546022	134.552132073799	23.2840095465394
183	-690.460	1413.938	1104.245	17.017	0	-785.235	1506.418	1108.735	11.601	44	151.374413693332	101.045349521901	42.4872298624754
184	-402.120	1103.322	400.060	14.938	0	-374.760	1152.548	388.044	12.608	20	70.3331250905291	82.1860098324025	42.65
185	-301.869	1117.616	474.795	14.507	0	-290.610	1073.360	480.995	14.871	31	58.0181546242209	53.7918751607293	23.8387096774194
186	-965.999	725.898	201.076	12.476	0	-954.931	672.273	12.097	12.424	118	201.231914697942	97.3417395778054	56.3303625195712
187	-309.594	1084.511	520.355	15.078	0	-309.215	1119.407	450.045	16.067	54	78.4943982523594	69.2834636470381	21.4090909090909
188	-290.851	1075.991	522.180	15.538	0	-320.356	1276.278	504.150	16.173	62	216.982786222779	130.373994143058	17.8545384018619
189	-939.595	830.269	139.837	16.436	0	-1047.180	772.418	114.453	13.279	118	125.170030043138	66.7445412251353	72.1670333389744
190	-762.910	983.471	212.440	17.678	0	-769.731	969.312	186.163	17.061	41	59.8460757192984	31.2298257270435	78.390243902439
191	-966.429	808.579	302.493	15.901	0	-998.374	829.454	333.951	14.264	42	49.4555802109328	33.6918804147146	43.7142857142857
192	-754.498	946.599	218.562	17.263	0	-794.316	899.564	158.433	17.477	56	108.016132582129	41.2492421209253	79.2321428571429
193	-671.446	812.774	160.404	17.013	0	-654.230	780.546	147.444	15.337	38	73.3228683767895	32.7993186041027	50.7105263157895
194	-389.290	1312.497	937.745	11.528	0	-419.025	1422.286	1053.855	11.660	37	163.654147029643	86.0706169094634	61.005504587156
195	-532.226	1375.054	1043.180	15.323	0	-522.357	1422.023	1069.670	15.243	40	56.4016354816063	37.1682290757086	51.75
196	-526.553	1338.222	1011.400	17.198	0	-566.340	1293.156	1071.500	13.878	59	86.1586079448827	34.3487330470951	80.7627118644068
197	-496.725	1371.340	1011.460	15.112	0	-625.501	1394.299	1101.935	13.355	33	159.047475559972	68.7569285139171	47.3939393939394
198	-426.322	1365.671	943.355	14.004	0	-632.412	1466.564	1028.730	16.782	118	244.829279650127	150.739404720174	67.4466692044157
199	-343.170	1379.787	909.270	12.630	0	-425.855	1458.503	1048.510	13.624	22	180.057755959026	111.262743517761	32.1363636363636
200	-1135.207	691.036	324.719	13.116	0	-1234.570	666.574	305.620	12.512	85	104.09691164487	46.8511911815359	35.5968921389397
201	-468.794	709.710	220.365	17.010	0	-286.685	745.861	139.064	12.856	101	217.764940752638	61.1137531537781	57.7114556416882
202	-657.426	654.426	108.218	13.381	0	-487.796	591.091	-13.850	13.088	118	234.939696318013	231.520715238332	19.2486967187979
203	-490.475	669.910	218.646	16.114	0	-445.739	633.421	100.230	16.651	56	174.094800292829	59.9691675836357	29.0767754318618
204	-762.981	1074.193	207.265	15.636	0	-750.255	1095.383	81.167	14.683	112	128.497753988153	30.5731007865607	62.6432291666667
205	-659.606	1055.776	308.774	17.678	0	-644.140	1051.476	226.158	17.631	36	84.1610991610732	51.1489105399302	73.7004716981132
206	-533.845	893.621	324.126	14.716	0	-507.109	887.801	229.650	16.489	46	98.3585312619093	59.1467298598343	44.5294117647059
207	-817.621	1069.774	1041.640	16.587	0	-911.003	1102.934	1057.895	16.740	118	109.244880804549	70.9887136438277	83.5888324873096
208	-838.192	1081.970	1089.275	12.835	0	-877.424	1081.345	1106.735	17.678	118	131.108333385029	60.0642395900078	79.136649514008
209	-757.680	1037.261	1048.990	15.974	0	-691.992	978.079	1026.500	14.681	36	91.2316971671579	53.8989703008446	100.444444444444
