Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)	Region
192	123.158	279.049	132.146	10.000	0	196.597	312.437	75.873	10.000	148	98.3600314863715	8.68770917188487	210.47972972973	EM
193	164.644	239.239	289.111	10.000	0	189.366	207.618	325.101	10.000	148	53.9105279606869	5.14222843680889	233.27027027027	EM
194	164.133	221.633	286.548	10.000	0	195.971	195.075	325.438	10.000	148	56.8455601432513	5.25865431985175	208.527027027027	EM
195	166.181	222.710	285.850	10.000	0	202.293	192.275	319.526	10.000	148	62.5330007755905	5.81936670384285	204.060810810811	EM
196	161.032	239.185	281.901	10.000	0	183.955	203.037	324.175	10.000	148	60.1600607463124	5.38460624464354	228.412162162162	EM
197	152.811	240.757	284.739	10.000	0	176.478	224.674	330.159	10.000	148	53.6820843298768	5.8178278173591	246.27027027027	EM
198	150.110	235.116	286.999	10.000	0	161.794	216.842	319.831	10.000	148	41.6355800487996	4.80230953042792	233.202702702703	EM
199	152.823	242.978	281.626	10.000	0	184.890	227.292	330.788	10.000	148	60.7556197318405	6.57124371742838	252.128378378378	EM
200	155.631	204.282	278.333	10.000	0	182.924	190.609	320.725	10.000	148	54.5207279298433	5.13040758337798	200.398648648649	EM
201	152.136	201.350	284.258	10.000	0	172.156	188.442	325.189	10.000	148	50.6465594981535	4.97548553840157	198.202702702703	EM
202	150.414	205.344	284.865	10.000	0	164.280	199.655	322.059	10.000	148	40.100178465937	4.63384266942665	212.493243243243	EM
203	156.211	212.739	273.610	10.000	0	150.811	193.965	312.209	10.000	148	43.2609047177703	4.50378155994208	210.02027027027	EM
204	147.894	215.365	278.978	10.000	0	139.927	222.636	306.565	10.000	148	32.1665059495121	5.20634195512352	224.22972972973	EM
205	156.021	211.701	272.137	10.000	0	138.143	199.728	309.194	10.000	148	42.8508676924984	4.35452983076254	208.344594594595	EM
206	136.866	214.377	284.429	10.000	0	151.141	244.432	322.339	10.000	148	50.4405268608487	6.28986503033455	235.810810810811	EM
207	132.777	213.013	271.512	10.000	0	136.635	238.241	308.186	10.000	148	44.6801793192462	5.22570815419651	231.709459459459	EM
